video_id,hole_id,airflow_rate,material,delta_T,voltage,pressure_Pa,session
T20P_2025-10-6-12-36-44_33_23_10_,8,2.76352,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-44_33_23_10_,9,1.76819,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-45_33_23_10_,2,4.50878,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-45_33_23_10_,3,2.60896,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-45_33_23_10_,4,1.70635,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-45_33_23_10_,5,0.92687,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-45_33_23_10_,6,4.01756,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-45_33_23_10_,7,2.7309,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-45_33_23_10_,8,2.76352,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-45_33_23_10_,9,1.76819,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-16-19-3_33_23_10_,2,4.50878,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-16-19-3_33_23_10_,3,2.60896,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-16-19-3_33_23_10_,4,1.70635,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-16-19-3_33_23_10_,5,0.92687,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-16-19-3_33_23_10_,6,4.01756,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-16-19-3_33_23_10_,7,2.7309,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-16-19-3_33_23_10_,8,2.76352,gypsum,10.0,,20,gypsum_10_hole
T20P_2025-10-6-16-19-3_33_23_10_,9,1.76819,gypsum,10.0,,20,gypsum_10_hole
T5P_2025-10-7-11-38-40_35_23_12_,2,1.28288,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-11-38-40_35_23_12_,3,0.77207,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-11-38-40_35_23_12_,4,0.6743,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-11-38-40_35_23_12_,5,0.3466,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-11-38-40_35_23_12_,6,1.21733,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-11-38-40_35_23_12_,7,0.87922,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-11-38-40_35_23_12_,8,0.88848,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-11-38-40_35_23_12_,9,0.68248,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-4_35_23_12_,2,1.28288,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-4_35_23_12_,3,0.77207,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-4_35_23_12_,4,0.6743,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-4_35_23_12_,5,0.3466,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-4_35_23_12_,6,1.21733,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-4_35_23_12_,7,0.87922,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-4_35_23_12_,8,0.88848,gypsum,12.0,,5,gypsum_10_hole
T5P_2025-10-7-17-15-4_35_23_12_,9,0.68248,gypsum,12.0,,5,gypsum_10_hole
T10P_2025-10-2-19-13-23_35_23_12_,2,2.44422,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-23_35_23_12_,3,1.44655,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-23_35_23_12_,4,1.22677,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-23_35_23_12_,5,0.57855,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-23_35_23_12_,6,2.257,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-23_35_23_12_,7,1.58468,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-23_35_23_12_,8,1.60244,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-2-19-13-23_35_23_12_,9,1.1197,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-3-11-45-55_35_23_12_,2,2.44422,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-3-11-45-55_35_23_12_,3,1.44655,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-3-11-45-55_35_23_12_,4,1.22677,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-3-11-45-55_35_23_12_,5,0.57855,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-3-11-45-55_35_23_12_,6,2.257,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-3-11-45-55_35_23_12_,7,1.58468,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-3-11-45-55_35_23_12_,8,1.60244,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-3-11-45-55_35_23_12_,9,1.1197,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-22_35_23_12_,2,2.44422,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-22_35_23_12_,3,1.44655,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-22_35_23_12_,4,1.22677,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-22_35_23_12_,5,0.57855,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-22_35_23_12_,6,2.257,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-22_35_23_12_,7,1.58468,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-22_35_23_12_,8,1.60244,gypsum,12.0,,10,gypsum_10_hole
T10P_2025-10-8-11-49-22_35_23_12_,9,1.1197,gypsum,12.0,,10,gypsum_10_hole
T15P_2025-10-3-13-0-18_35_23_12_,2,3.51317,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-18_35_23_12_,3,2.05314,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-18_35_23_12_,4,1.70635,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-18_35_23_12_,5,0.76566,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-18_35_23_12_,6,3.17961,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-18_35_23_12_,7,2.19096,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-18_35_23_12_,8,2.21646,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-13-0-18_35_23_12_,9,1.46882,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-14-34-3_35_23_12_,2,3.51317,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-14-34-3_35_23_12_,3,2.05314,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-14-34-3_35_23_12_,4,1.70635,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-14-34-3_35_23_12_,5,0.76566,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-14-34-3_35_23_12_,6,3.17961,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-14-34-3_35_23_12_,7,2.19096,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-14-34-3_35_23_12_,8,2.21646,gypsum,12.0,,15,gypsum_10_hole
T15P_2025-10-3-14-34-3_35_23_12_,9,1.46882,gypsum,12.0,,15,gypsum_10_hole
T20P_2025-10-3-18-45-11_36_24_12_,2,4.50878,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-11_36_24_12_,3,2.60896,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-11_36_24_12_,4,1.70635,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-11_36_24_12_,5,0.92687,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-11_36_24_12_,6,4.01756,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-11_36_24_12_,7,2.7309,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-11_36_24_12_,8,2.76352,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-3-18-45-11_36_24_12_,9,1.76819,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-21_35_23_12_,2,4.50878,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-21_35_23_12_,3,2.60896,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-21_35_23_12_,4,1.70635,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-21_35_23_12_,5,0.92687,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-21_35_23_12_,6,4.01756,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-21_35_23_12_,7,2.7309,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-21_35_23_12_,8,2.76352,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-12-36-21_35_23_12_,9,1.76819,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-18_35_23_12_,2,4.50878,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-18_35_23_12_,3,2.60896,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-18_35_23_12_,4,1.70635,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-18_35_23_12_,5,0.92687,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-18_35_23_12_,6,4.01756,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-18_35_23_12_,7,2.7309,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-18_35_23_12_,8,2.76352,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-14-52-18_35_23_12_,9,1.76819,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-16-18-43_35_23_12_,2,4.50878,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-16-18-43_35_23_12_,3,2.60896,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-16-18-43_35_23_12_,4,1.70635,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-16-18-43_35_23_12_,5,0.92687,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-16-18-43_35_23_12_,6,4.01756,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-16-18-43_35_23_12_,7,2.7309,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-16-18-43_35_23_12_,8,2.76352,gypsum,12.0,,20,gypsum_10_hole
T20P_2025-10-6-16-18-43_35_23_12_,9,1.76819,gypsum,12.0,,20,gypsum_10_hole
