video_id,hole_id,airflow_rate,delta_T,pressure_Pa,material,session,source_dataset_key
temp_2025-10-24-10-4-15_23_31_8_,4,1.15906,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,4,1.15906,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,4,1.15906,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,5,0.34889,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-4-15_23_31_8_,5,0.34889,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,5,0.34889,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,5,0.34889,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,6,2.44056,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-4-15_23_31_8_,6,2.44056,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,6,2.44056,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,6,2.44056,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,7,1.42885,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-4-15_23_31_8_,7,1.42885,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,7,1.42885,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,7,1.42885,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,8,1.68534,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-4-15_23_31_8_,8,1.68534,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,8,1.68534,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,8,1.68534,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-16-54_24_32_8_,9,0.66763,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-4-15_23_31_8_,9,0.66763,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-50-36_23_31_8_,9,0.66763,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-34-48_24_32_8_,9,0.66763,8.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,1,10.42996,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,1,10.42996,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,1,10.42996,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,1,10.42996,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,1,10.42996,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,10,14.11369,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,10,14.11369,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,10,14.11369,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,10,14.11369,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,10,14.11369,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,2,2.65218,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,2,2.65218,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,2,2.65218,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,2,2.65218,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,2,2.65218,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,3,1.45511,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,3,1.45511,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,3,1.45511,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,3,1.45511,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,3,1.45511,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,4,1.15906,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,4,1.15906,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,4,1.15906,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,4,1.15906,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,4,1.15906,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,5,0.34889,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,5,0.34889,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,5,0.34889,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,5,0.34889,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,5,0.34889,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,6,2.44056,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,6,2.44056,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,6,2.44056,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,6,2.44056,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,6,2.44056,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,7,1.42885,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,7,1.42885,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,7,1.42885,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,7,1.42885,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,7,1.42885,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,8,1.68534,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,8,1.68534,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,8,1.68534,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,8,1.68534,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,8,1.68534,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-50_24_34_10_,9,0.66763,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-1-59_23_33_10_,9,0.66763,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-40_23_33_10_,9,0.66763,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-37-18_23_33_10_,9,0.66763,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-32-47_23_33_10_,9,0.66763,10.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,1,10.42996,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,1,10.42996,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,1,10.42996,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,1,10.42996,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,1,10.42996,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,10,14.11369,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,10,14.11369,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,10,14.11369,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,10,14.11369,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,10,14.11369,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,2,2.65218,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,2,2.65218,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,2,2.65218,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,2,2.65218,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,2,2.65218,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,3,1.45511,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,3,1.45511,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,3,1.45511,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,3,1.45511,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,3,1.45511,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,4,1.15906,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,4,1.15906,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,4,1.15906,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,4,1.15906,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,4,1.15906,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,5,0.34889,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,5,0.34889,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,5,0.34889,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,5,0.34889,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,5,0.34889,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,6,2.44056,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,6,2.44056,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,6,2.44056,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,6,2.44056,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,6,2.44056,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,7,1.42885,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,7,1.42885,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,7,1.42885,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,7,1.42885,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,7,1.42885,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,8,1.68534,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,8,1.68534,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,8,1.68534,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,8,1.68534,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,8,1.68534,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-23-15-14-3_24_36_12_,9,0.66763,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-0-43_23_35_12_,9,0.66763,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-10-49-6_23_35_12_,9,0.66763,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-11-36-51_23_35_12_,9,0.66763,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-12-31-48_23_35_12_,9,0.66763,12.0,5.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,1,13.22656,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,1,13.22656,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,1,13.22656,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,1,13.22656,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,10,17.7869,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,10,17.7869,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,10,17.7869,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,10,17.7869,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,2,3.462,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,2,3.462,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,2,3.462,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,2,3.462,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,3,1.9103,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,3,1.9103,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,3,1.9103,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,3,1.9103,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,4,1.51533,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,4,1.51533,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,4,1.51533,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,4,1.51533,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,5,0.51756,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,5,0.51756,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,5,0.51756,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,5,0.51756,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,6,3.19809,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,6,3.19809,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,6,3.19809,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,6,3.19809,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,7,1.88944,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,7,1.88944,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,7,1.88944,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,7,1.88944,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,8,2.13918,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,8,2.13918,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,8,2.13918,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,8,2.13918,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-5-2_24_30_6_,9,0.93233,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-20-27_24_30_6_,9,0.93233,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-22-34_24_30_6_,9,0.93233,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-3-43_24_30_6_,9,0.93233,6.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,1,13.22656,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,1,13.22656,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,1,13.22656,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,1,13.22656,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,10,17.7869,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,10,17.7869,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,10,17.7869,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,10,17.7869,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,2,3.462,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,2,3.462,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,2,3.462,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,2,3.462,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,3,1.9103,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,3,1.9103,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,3,1.9103,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,3,1.9103,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,4,1.51533,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,4,1.51533,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,4,1.51533,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,4,1.51533,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,5,0.51756,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,5,0.51756,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,5,0.51756,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,5,0.51756,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,6,3.19809,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,6,3.19809,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,6,3.19809,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,6,3.19809,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,7,1.88944,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,7,1.88944,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,7,1.88944,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,7,1.88944,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,8,2.13918,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,8,2.13918,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,8,2.13918,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,8,2.13918,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-15-1-25_24_32_8_,9,0.93233,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-15-10_24_32_8_,9,0.93233,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-18-34_24_32_8_,9,0.93233,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-1-42_24_32_8_,9,0.93233,8.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-14-59-40_24_334_10_,1,13.22656,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-13-33_24_34_10_,1,13.22656,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-16-40_24_34_10_,1,13.22656,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-0-33_24_34_10_,1,13.22656,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-14-59-40_24_334_10_,10,17.7869,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-13-33_24_34_10_,10,17.7869,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-16-40_24_34_10_,10,17.7869,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-0-33_24_34_10_,10,17.7869,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-14-59-40_24_334_10_,2,3.462,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-13-33_24_34_10_,2,3.462,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-16-40_24_34_10_,2,3.462,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-18-0-33_24_34_10_,2,3.462,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-14-59-40_24_334_10_,3,1.9103,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-16-13-33_24_34_10_,3,1.9103,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
temp_2025-10-24-17-16-40_24_34_10_,3,1.9103,10.0,8.0,gypsum,gypsum_10hole,gypsum_10holes_0903
